index,ames,smiles
ext_965,1,ON(C=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
ext_966,1,C[C@@]12CCC=C(C=O)[C@@]1(C2)C=O
ext_967,1,C[C@]12CCC=C(C=O)[C@]1(C2)C=O
ext_968,1,C=CCCCCC1CO1
ext_969,1,CCOc1ccc(cc1)N(O)C(=O)CC(C)O
ext_970,1,Oc1ccc(cc1)/C=C/C(=O)c1ccc(O)cc1O
ext_971,1,CC/C=C\C=C/C=C\C=C/OCC(O)CO
ext_972,1,CCCCN(C[C@H](CO)Cc1ccccc1)N=O
ext_973,1,O=CNc1ccc(Oc2ccccc2)cc1
ext_976,1,OC1c2ccccc2-c2ccc(cc12)[N+](=O)[O-]
ext_977,1,O=CC1=CCCC2CC12C=O
ext_978,1,CC/C=C/C=C/C=C/C=C/C=C\OC[C@@H](O)CO
ext_979,1,C[Si](C)(C)CN=[N+]=[N-]
ext_980,1,C[C@@H](CN=[N+]=[N-])c1ccccc1
ext_981,1,OC[C@H](O)CN=[N+]=[N-]
ext_983,1,[O-][N+](=O)c1ccc(OC2CO2)cc1
ext_985,1,C1O[C@@H]1c1ccccc1
ext_988,1,COc1cc(ccc1[n+]1nc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1)c1ccc(c(OC)c1)[n+]1nc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
ext_989,1,O[C@@H]1C=C2c3ccccc3-c3cccc([C@H]1O)c23
ext_990,1,O=C1C=C2c3ccccc3-c3cccc(C1=O)c23
ext_991,1,OC1C(O)c2cccc3-c4ccccc4[C@@]4(O[C@@H]14)c23
ext_993,1,CC1c2ccccc2-c2ccc(C)cc12
ext_994,1,c1ccc2c(c1)cnc1ccccc21
ext_995,1,Cc1ccc(cc1C)C(OC(=O)NC1CCCCC1)(C#C)c1ccccc1
ext_996,1,CCCCON(OC(=O)C)C(=O)c1cccc(c1)[N+](=O)[O-]
ext_997,1,NC(=O)N(Cc1ccccc1)N=O
ext_999,1,O1C2C=Cc3cccnc3C12
ext_1003,1,Cc1ccc(cc1)S(=O)(=O)OCC#C
ext_1004,1,CCCCOS(=O)(=O)c1ccc(C)cc1
ext_1005,1,CCCOS(=O)(=O)c1ccc(C)cc1
ext_1006,1,COS(=O)(=O)c1ccc(C)cc1
ext_1007,1,CCCCOS(=O)(=O)c1ccccc1
ext_1008,1,COS(=O)(=O)c1ccccc1
ext_1009,1,CCCOS(=O)(=O)c1ccccc1
ext_1010,1,CO[C@H](C)[C@@](O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12
ext_1011,1,C/C=C/1\CC(C)C(C)(OC(=O)C)C(=O)OCC2=C3C(CC[N+]3(C)C=C2)OC1=O
ext_1012,1,O=CC1CO1
ext_1013,1,CCCCN=[N+]=[N-]
ext_1014,1,CCCCCCN=[N+]=[N-]
ext_1015,1,O[C@@H]1[C@@H](O)c2ccc3cc4ccc5ccccc5c4nc3c2[C@H]2O[C@@H]12
ext_1016,1,O[C@H]1[C@H](O)c2ccc3cc4ccc5ccccc5c4nc3c2[C@@H]2O[C@H]12
ext_1017,1,O[C@@H]1[C@@H](O)c2ccc3cc4ccc5ccccc5c4nc3c2[C@@H]2O[C@H]12
ext_1018,1,[O-][N+](=O)c1ccc(cc1)C(=O)N=c1sn(C(=O)c2ccc(cc2)[N+](=O)[O-])c2ccccc12
ext_1019,1,Cc1ccc2n(sc(=NC(=O)c3cccc(c3)[N+](=O)[O-])c2c1)C(=O)c1cccc(c1)[N+](=O)[O-]
ext_1020,1,Cc1ccc2n(sc(=NC(=O)c3ccc(cc3)[N+](=O)[O-])c2c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
ext_1021,1,ClCCCC(=O)N=c1sn(C(=O)CCCCl)c2ccc(Cl)cc12
ext_1022,1,[O-][N+](=O)c1ccc(cc1)C(=O)N=c1sn(C(=O)c2ccc(cc2)[N+](=O)[O-])c2ccc(Cl)cc12
ext_1023,1,O[C@H]1C=Cc2c(ccc3cc4c(ccc5ccccc45)cc23)[C@@H]1O
ext_1024,1,O[C@@H]1[C@@H](O)c2cc3c(ccc4ccccc34)cc2-c2ccccc12
ext_1025,1,Cc1ccc(NC2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1
ext_1026,1,O[C@@H]1COC([C@H](O)[C@H]1O)N(N=O)c1ccc(cc1)[N+](=O)[O-]
ext_1027,1,O[C@@H]1COC([C@@H](O)[C@H]1O)N(N=O)c1ccc(cc1)[N+](=O)[O-]
ext_1028,1,O[C@H]1COC([C@H](O)[C@H]1O)N(N=O)c1ccc(cc1)[N+](=O)[O-]
ext_1029,1,COc1ccccc1/C=C/C=C(/C#N)\c1ccc(Br)cc1
ext_1030,1,OC1C=Cc2cc3-c4cccc5cccc(-c3cc2C1O)c45
ext_1031,1,CC1(CO1)c1ccc(cc1)[N+](=O)[O-]
ext_1032,1,CC[NH2+]C(=O)N(CCN(C)C)N=O
ext_1036,1,CCC(C)OC(=O)/C=C/c1oc(cc1)[N+](=O)[O-]
ext_1037,1,CCC(C)NC(=O)/C=C/c1oc(cc1)[N+](=O)[O-]
ext_1039,1,C[C@@H](Br)C(=O)NCc1ccccc1
ext_1040,1,C[C@H](Br)C(=O)NCc1ccccc1
ext_1041,1,Cc1cccc2cc3-c4ccccc4-c4cccc(c12)c34
ext_1042,1,Oc1c2ccc3ccc[nH]c3c2c2c(O2)c1=O
ext_1043,1,COC(=O)[C@H]1O[C@@H]1c1ccccc1
ext_1044,1,COC(=O)[C@@H]1O[C@H]1c1ccccc1
ext_1049,1,C1OC1COc1ccc2sncc2c1
ext_1050,1,C(OCc1ccccc1)[C@H]1CO1
ext_1051,1,C1O[C@H]1COc1cccc2ccccc12
ext_1052,1,C1O[C@@H]1COc1cccc2ccccc12
ext_1053,1,[O-][N+](=O)c1cccc(c1)S(=O)(=O)OC[C@@H]1CO1
ext_1054,1,[O-][N+](=O)c1ccc(cc1)C(=O)OC[C@@H]1CO1
ext_1056,1,[O-][N+](=O)c1ccc(OC[C@@H]2CO2)cc1
ext_1057,1,Cc1cc2[C@H](O)[C@@H](O)[C@H]3O[C@H]3c2c2ccc3ccccc3c12
ext_1058,1,Cc1cc2ccccc2c2ccc3[C@H](O)[C@@H](O)[C@H]4O[C@H]4c3c12
ext_1059,1,N[C@@H](CSC(F)(F)C(F)Br)C(=O)O
ext_1060,1,Cn1cc(C(=O)[O-])c(=O)c2ccc(/C=C/c3oc(cc3)[N+](=O)[O-])nc12
ext_1063,1,COC(=O)[C@H]1CS[C@@H]2N1C(=O)C(=C2Cl)Cl
ext_1065,1,ClC[C@@H](Br)CBr
ext_1068,1,CCCC(Cl)C(=O)S
ext_1070,1,Nc1c2cc(ccc2nc2ccc(cc12)[N+](=O)[O-])[N+](=O)[O-]
ext_1071,1,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1O
ext_1074,1,O[C@H](CN=[N+]=[N-])[C@@H](O)[C@H](O)[C@@H](O)C=O
ext_1075,1,CN(CCCC(=O)O)N=O
ext_1077,1,COCc1ccc(cc1)[N+]#N
ext_1078,1,OC(=O)c1ccc(cc1)[N+]#N
ext_1079,1,Cc1cc2ccccc2c2ccc3[C@H](O)[C@H](O)[C@@H]4O[C@@H]4c3c12
ext_1080,1,O[C@@H](CN=[N+]=[N-])c1ccccc1
ext_1081,1,OC[C@H](CN=[N+]=[N-])Cc1ccccc1
ext_1082,1,COC(=O)[C@@H](C)CN=[N+]=[N-]
ext_1083,1,OC[C@H](O)[C@H](N=[N+]=[N-])c1ccccc1
ext_1087,1,[O-]CCCN=N
ext_1089,1,CC(=O)NSc1c2cc(O)ccc2nc2ccc(O)cc12
ext_1090,1,O[C@@H]1C=Cc2c(ccc3cc4c(ccc5ccccc45)cc23)[C@H]1O
ext_1091,1,CCN(CC)N([O-])N=O
ext_1092,1,Cc1c(C(=O)O)c(O)cc2C(=O)c3c(O)c(O)c(C4OC(CO)C(O)C(O)C4O)c(O)c3C(=O)c12
ext_1093,1,NC(CSSCC(N)C(=O)O)C(=O)O
ext_1094,1,OC(=O)C1CCCN1
ext_1095,1,CC(O)C(N)C(=O)O
ext_1096,1,CCCCNCCCNCCCNC(=O)c1csc(n1)c1csc(CCNC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c2nc(nc(N)c2C)C(CC(=O)N)NCC(N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC(=O)N)C2O)c2[nH]cnc2)C(C)O)n1
ext_1097,1,ClC(Cl)C1=C(Cl)C(=O)NC1=O
ext_1098,1,ClCC1=C(Cl)C(=O)NC1=O
ext_1099,1,ClC1=C(CBr)C(=O)NC1=O
ext_1104,1,Nc1cc(N)c(cc1N=Nc1ccc(cc1)c1ccc(N/N=C/2\C=CC(=O)C(=C2)C(=O)[O-])cc1)N=Nc1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-]
ext_1107,1,CCOC(=O)NO
ext_1108,1,CN=NNc1ccc(cc1)C(=O)[O-]
ext_1109,0,CC(=NO)C
ext_1110,1,[NH3+]c1ccc(cc1)c1ccccc1
ext_1112,1,Cc1nc(N)cc2[nH]c3ccccc3c12
ext_1113,0,Clc1ccccc1c1ccccc1
ext_1117,0,[nH]1c2ccccc2c2ccccc12
ext_1118,0,CCCC(Cl)CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCCC(Cl)CCC
ext_1122,1,CCCCNC(=O)N(CCCC)N=O
ext_1123,1,CC(Cl)CCl
ext_1126,0,CC(C)n1c2ccccc2c(c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@H](O)CC(=O)O
ext_1128,0,OCN(CO)c1nc(nc(n1)N(CO)CO)N(CO)CO
ext_1129,0,CC1(C)C(=O)Nc2ccc(cc12)C1=NNC(=O)CC1
ext_1130,0,COc1cc(ccc1c1[nH]c2cnccc2n1)S(=O)C
ext_1133,1,Nc1ccc(Cc2ccc([NH3+])c(Cl)c2)cc1Cl
ext_1134,0,CC(C)(Oc1ccc(cc1)C1CCCc2ccccc12)C(=O)O
ext_1135,1,CC(O)CN(CC(O)CO)N=O
ext_1138,0,Brc1cc(Br)c(cc1Br)c1cc(Br)c(Br)cc1Br
ext_1139,0,[O-]S1(=NC(=O)c2ccccc12)=O
ext_1140,1,O=C1C=C(N2CC2)C(=O)C(=C1N1CC1)N1CC1
ext_1141,1,Cc1cc(C)c([NH3+])cc1C
ext_1142,1,NC(=O)OC=C
ext_1146,0,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
ext_1149,0,CCCCNC(=O)N
ext_1150,1,[O-]S(=O)(=O)c1ccc(N/N=C/2\C=C(c3ccccc3C2=O)S(=O)(=O)[O-])c2ccccc12
ext_1151,0,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
ext_1153,0,[NH3+]C1CCCCC1
ext_1154,0,O[C@H](C[O-])[C@H]1OC(=C(O)C1=O)O
ext_1156,0,CC(C)OC(=O)Nc1cccc(Cl)c1
ext_1158,0,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C
ext_1159,0,CNC(=O)O/N=C(\SC)/C(=O)N(C)C
ext_1165,0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1167,0,OCC1CCC(CO)CC1
ext_1168,1,[O-]S(=O)(=O)c1cccc2C(=O)C(=[N+]=[N-])C=Cc12
ext_1169,0,CCCC=C
ext_1170,1,C/C(=C/C=O)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
ext_1171,0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
ext_1172,1,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O
ext_1173,0,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br
ext_1175,0,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1
ext_1176,0,C(CN1CCOCC1)OCCN1CCOCC1
ext_1178,1,CC1CNCC(C)O1
ext_1179,0,CC(=O)c1sccn1
ext_1180,1,[NH3+]C1=NCCS1
ext_1182,0,CCC(C)O
ext_1183,1,OC/C=C\CO
ext_1184,0,CCCCC(CC)COC(=O)c1ccc(cc1)N(C)C
ext_1186,0,CCC(CO)(CO)[N+](=O)[O-]
ext_1187,0,CC(CO)(CO)[N+](=O)[O-]
ext_1188,0,CN(C)CCCNC(=O)C(=C)C
ext_1189,0,CC1CCCCC1CO
ext_1190,1,CC(=O)c1cc(C)oc1C
ext_1191,0,Brc1cccc(C=O)c1
ext_1192,1,ClCCC#N
ext_1193,0,CCc1cccc(N)c1
ext_1194,1,CC(=O)CC(=O)N
ext_1195,0,Nc1nc(=O)n(cc1)[C@@H]1CS[C@H](CO)O1
ext_1196,0,[NH3+]CCCOCCOCCOCCC[NH3+]
ext_1197,0,CCc1ccc(N)cc1
ext_1198,0,CC1CCC(CO)CC1
ext_1199,0,Cc1cscn1
ext_1200,0,C=CCCC#N
ext_1201,0,O=c1cc(oc2ccc3ccccc3c12)c1ccccc1
ext_1202,1,Nc1nc(=S)c2[nH]cnc2[nH]1
ext_1203,0,C/C(=C/C(=O)O)/C=C/C1(O)C(=CC(=O)CC1(C)C)C
ext_1204,1,CCOC(C)OCC
ext_1205,0,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
ext_1206,1,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O
ext_1207,0,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O
ext_1208,0,COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O
ext_1210,0,Oc1ccc(cc1)C(c1ccc(O)cc1)(C(F)(F)F)C(F)(F)F
ext_1212,0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
ext_1213,1,Nc1ccc2C=C(/C(=N\Nc3ccc4C=C(/C(=N\Nc5ccc(cc5)N=Nc5ccc(N)c6ccc(cc56)S(=O)(=O)[O-])/C(=O)c4c3)S(=O)(=O)[O-])/C(=O)c2c1)S(=O)(=O)[O-]
ext_1214,1,[O-]C(=O)c1cc(ccc1[O-])N=Nc1ccc(cc1)c1ccc(N/N=C\2/C(=O)C=C/C(=N\Nc3cc(ccc3[O-])S(=O)(=O)[O-])/C2=O)cc1
ext_1218,0,CO/N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c1occc1
ext_1219,0,NC(=NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N)Nc1ccc(Cl)cc1
ext_1221,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC
ext_1224,1,Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C32OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Br
ext_1225,1,[O-]c1c(Br)cc2c(Oc3c(Br)c([O-])c(Br)cc3C32OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Br
ext_1227,0,CCN(CC)C=O
ext_1228,0,CC1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
ext_1230,0,CC(O)CN(C)C
ext_1231,1,COC(=O)C1CCC(CC1)C(=O)OC
ext_1233,1,OCN1C(O)C(O)N(CO)C1=O
ext_1236,0,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1
ext_1237,0,CC(COc1ccccc1)OCCCO
ext_1239,0,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1
ext_1240,0,Nc1nc(=O)n(cc1F)[C@@H]1CS[C@H](CO)O1
ext_1241,0,Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1
ext_1242,0,CC1CC2=C(CC1(C)C(=O)C)C(C)(C)CCC2
ext_1243,0,CCOC=O
ext_1244,0,CCOC(=O)CC
ext_1245,0,CCCCC(=O)OCC
ext_1246,1,C=CC(=O)NCCNC(=O)C=C
ext_1247,0,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1248,1,Oc1ccc(cc1)c1coc2cc(O)cc(O)c2c1=O
ext_1249,0,OCC1OC(=O)C(O)C(O)C1O
ext_1250,0,O=C1NC2NC(=O)NC2N1
ext_1251,0,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C
ext_1252,0,CCCCCCN
ext_1253,0,CN1C[C@@H](CC2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
ext_1255,1,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O
ext_1258,1,OCc1c[nH]c2ccccc12
ext_1259,0,CCCCn1cc[n+](C)c1
ext_1260,0,CCn1cc[n+](C)c1
ext_1261,0,CCCC[n+]1ccccc1
ext_1262,0,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C
ext_1264,0,CN[C@@H](C)[C@H](O)c1ccccc1
ext_1266,0,CC(=CCCC(C)(O)C=C)C
ext_1268,0,NC(=O)CC(=O)N
ext_1269,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC1COC2C(O)COC12
ext_1271,0,COC(=O)C1CCC(C)CC1
ext_1272,1,CC(=O)/C=C/c1ccccc1
ext_1273,0,C[Si]12OCCN(CCO1)CCO2
ext_1275,0,CN(C)C(=O)CC(=O)C
ext_1276,0,CCCCNS(=O)(=O)c1ccccc1
ext_1277,0,CCNC(=O)CC(=O)C
ext_1278,0,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12
ext_1281,1,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O
ext_1282,0,COc1ccc(c(OC(C)C)c1)C1=NC(C(N1C(=O)N1CCNC(=O)C1)c1ccc(Cl)cc1)c1ccc(Cl)cc1
ext_1283,0,CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO
ext_1284,1,CC1OC(C)OC(C)O1
ext_1285,0,CCCCCCCCC(=O)O
ext_1287,0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1288,0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1289,0,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1290,0,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
ext_1291,1,Nc1ccc(N=Nc2ccccc2)c(N)n1
ext_1292,0,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]([C@H]1O)C(=O)[O-])Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1
ext_1297,0,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
ext_1298,0,CCCNC(C)C(=O)Nc1ccccc1C
ext_1299,0,CC(O)COc1ccccc1
ext_1300,0,CC1(OC(=O)N(C1=O)c1cc(Cl)cc(Cl)c1)C=C
ext_1301,0,Oc1ccc(cc1)/C=C/c1cc(O)cc(O)c1
ext_1302,0,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
ext_1303,0,OC[C@H]1O[C@@H](Oc2cccc3[C@@H]([C@@H]4c5cccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c5C(=O)c5c(O)cc(cc45)C(=O)O)c4cc(cc(O)c4C(=O)c23)C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ext_1304,0,OC[C@H]1O[C@@H](Oc2cccc3[C@@H]([C@H]4c5cccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c5C(=O)c5c(O)cc(cc45)C(=O)O)c4cc(cc(O)c4C(=O)c23)C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
ext_1305,0,COc1cc(ccc1O)C1Oc2cc(ccc2OC1CO)C1Oc2cc(O)cc(O)c2C(=O)C1O
ext_1306,1,COc1cc(ccc1O)[C@@H]1Oc2cc(ccc2O[C@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O
ext_1309,1,[S-]c1sc2ccccc2n1
ext_1312,1,CCN(CC)c1ccc(cc1)[C+](c1ccc(cc1)N(CC)CC)c1ccc(cc1S(=O)(=O)[O-])S(=O)(=O)[O-]
ext_1314,0,Cc1c(O)c(Br)c(Br)c(Br)c1Br
ext_1315,0,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1
ext_1317,1,CCC[N+](CCC)(CCC)CCC
ext_1318,0,OC(=O)CSCC(=O)O
ext_1321,0,CCC(O)OCC(C)OC(O)CC
ext_1322,0,Clc1ccc(cc1)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
ext_1323,0,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
ext_1326,0,CC[C@@]12CCCN3CCc4c5ccccc5n(c4[C@H]13)[C@](O)(C2)C(=O)OC
ext_1327,0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c5ccccc5n1c4[C@H]23
ext_1328,0,CCCCCCCCCCCCCC(=O)[O-]
ext_1329,0,NCCC(=O)O
ext_1330,1,ClCCOCOCCCl
ext_1331,1,O=Cc1ccccc1C=O
ext_1332,0,Cc1ccc(cc1)S(=O)(=O)N
ext_1333,0,CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(=O)O
ext_1337,1,Cc1ccc(CCC2CO2)cc1
ext_1338,1,Clc1ccc(CCC2CO2)cc1
ext_1339,1,C(Cc1ccc(cc1)c1ccccc1)C1CO1
ext_1351,0,Cc1ccccc1C1=C(O1)C(=O)[O-]
ext_1352,0,CC1(C)CCC[C@]2(C)[C@@H]1CC=C(C=O)[C@H]2C=O
ext_1353,0,Cc1cc2[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3c2c2ccc3ccccc3c12
ext_1354,0,Cc1cc2c(ccc3[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4c23)c2ccccc12
ext_1355,0,Cc1cc2ccccc2c2ccc3[C@@H]4O[C@@H]4[C@H](O)[C@@H](O)c3c12
ext_1357,0,N[C@@H](CCC(=O)N[C@@H](CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O
ext_1358,1,CC1CCCCN1CCCNCC(=O)Nc1n(C)nc(C)c1C(=O)c1ccccc1F
ext_1359,1,CCN(CC)CC(=O)Nc1n(C)nc(C)c1C(=O)c1ccccc1F
ext_1360,0,C/C=C/C=C/C(=O)[O-]
ext_1361,0,CCC(=O)[O-]
ext_1362,0,OC1COC(O)C(O)C1O
ext_1364,0,CC(C)(O)CC(O)C(=O)NCCC(=O)[O-]
ext_1366,1,C1OC1Cc1ccc(Cc2ccccc2)cc1
ext_1367,0,Cc1cc2c(ccc3C(O)C(O)[C@@H]4O[C@H]4c23)c2ccccc12
ext_1368,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
ext_1369,0,Cc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)N=Nc1ccc(c(C)c1)c1ccc(N/N=C/2\C(=O)c3ccc(cc3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])cc1C
ext_1370,0,Oc1cc2ccc3cccc4cc5-c6ccccc6-c1c5c2c34
ext_1371,1,CCOc1ccc(NC(=O)CC(C)O)cc1
ext_1372,0,CC1(C)C[C@H]2[C@H](O)[C@@]3(C)C[C@@]3(C=O)C(=C2C1)C=O
ext_1373,0,CC(=O)O[C@H]1[C@@H]2CC(C)(C)CC2=C(C=O)[C@@]2(C[C@]12C)C=O
ext_1375,0,CCC(C)[N+](=O)[O-]
ext_1376,0,O=Cc1c2ccccc2cc2ccccc12
ext_1377,1,CC(=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C)C
ext_1378,0,Oc1cc2ccccc2c2cc3c(ccc4ccccc34)nc12
ext_1382,0,CC(O)C(=O)O[Al](OC(=O)C(C)O)OC(=O)C(C)O
ext_1386,0,CC(=O)O[C@@H]1COC(Nc2ccc(cc2)[N+](=O)[O-])[C@H](OC(=O)C)[C@H]1OC(=O)C
ext_1387,0,O=C1NC(=O)C2CC=CCC12
ext_1388,0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
ext_1390,0,CC(=O)CC(O)(CC(=O)O)C(=O)O
ext_1392,0,OC(=O)CN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-]
ext_1399,0,CC(O)C(=O)[O-]
ext_1400,0,OC(=O)C(O)(CC(=O)[O-])CC(=O)[O-]
ext_1403,1,COc1ccc(Cc2cnc(N)nc2N)cc1OC
ext_1405,1,CCC(O)/C=C\C=C/C=C\C=C/C=O
ext_1407,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
ext_1408,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C
ext_1409,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
ext_1410,0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C
ext_1412,0,C/C=C\1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23
ext_1413,0,O1[C@H]2C3OC3c3ncccc3[C@H]12
ext_1414,1,CN(CS(=O)(=O)[O-])c1c(C)n(C)n(c1=O)c1ccccc1
ext_1415,0,CCCCCCC(O)C1C(O)C2=C(CC(CC3=C1C(=O)OC3=O)C(O)C1CC=CC(=O)O1)C(=O)OC2=O
ext_1416,0,OC1OCC=C2OC(=O)C=C12
ext_1419,0,OC(=O)c1ccccc1c1c2cc3CCCN4CCCc(c2[o+]c2c5CCCN6CCCc(cc12)c56)c34
